id,first_name,last_name,name,company,title,biography,linkedin_url,twitter_url,facebook_url,category_id,year
c91ce239-6296-4636-8c2a-ef3a92999578,Brendan,Miller,Brendan Miller,Applied Social Media Lab at Harvard University's Berkman Klein Center,Principal Engineer,"Brendan A. Miller is a Principal Engineer with the Applied Social Media Laboratory at Harvard’s Berkman Klein Center, where he architects technology to serve the public interest. His work focuses on utilizing AI to foster neurodiverse inclusion, healthier interactions online and digital deliberation. A technologist with a civic mission, Brendan applies deep experience from the private and public sectors to these challenges, having served as Chief Software Architect for Fortune 500 clients and as the Director of the Office of Science and Technology for the State of New Mexico. He holds a Math-Computer Science degree from Brown, an MPA from Harvard, and an MBA from MIT.",https://www.linkedin.com/in/brendanmiller/,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
1e4c8cfd-53aa-48fc-8740-8e30dbd00431,Kate,O'Connor,Kate O'Connor,Onward Search,VP & Practice Leader,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
3681153b-32ae-4134-8ddb-4f104a059f99,Ben,Knolles,Ben Knolles,Vispero,Senior Assistive Technology Engineer,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
7f4ed80a-ff7e-49f8-a25b-6e3359b07f62,Milena,Risi,Milena Risi,"Zanichelli Publishing and University of Rome ""Tor Vergata""",PhD Candidate in Accessible Digital Publishing,,https://www.linkedin.com/in/milena-risi/,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
b5a60410-1711-4f61-8d13-80146db16e09,Lauren,Nareau,Lauren Nareau,ServiceNow,Sr. UX Researcher,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
a342abe4-629e-4ff7-b205-fe2cfc2786ba,Eric,Lemuel,Eric Lemuel,TruCare Provider Services,CEO,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
0cd1219c-5808-4125-a4fe-9c3e59c6021d,Jen,Tennison,Jen Tennison,Saint Louis University,CHROME Lab Lead Research Scientist and Manager,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
7a272cec-03c6-477c-a979-0bfb98e6d36a,Julie,Miller,Julie Miller,Executive Functioning for Success,CEO,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
93acc263-72df-4ca2-9b59-31f5ba0f1490,Jaunita,Flessas,Jaunita Flessas,Empower Accessibility,Founder,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
033d05df-20f0-414f-a585-45b8f40754e6,Michael,Williamson,Michael Williamson,CU Boulder,Assistant Director,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
0d443ab6-87d3-4988-95e4-023f9ca9a55e,Klaus-Peter,Hars,Klaus-Peter Hars,Inventivio GmbH,General Manager,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
23d33e56-8a48-44b9-aa47-08e22269483e,Magalie,Rosseeuw,Magalie Rosseeuw,"Activision, Beenox",Lead UX,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
d2a9ac48-f2ad-4c5d-b9fb-0ac2531aa3b5,Namrata,Roy,Namrata Roy,Saint Louis University,Graduate Research Assistant,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
9be9343e-0732-49e1-a6c5-f97fcc703547,Corey,Navis,Corey Navis,Kurzweil Education,General Manager,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
ac0dfa6d-c684-44fe-85ee-40d468e96a59,Jason,Ray,Jason Ray,Simply Home,CEO,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
6a530e6d-f16d-493d-b816-16aaca8467c4,David,Martin,David Martin,Intuit Inc.,"Global Compliance & Partner Management Leader, Accessibility",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
9b7db541-6b88-44be-8d8b-d4566680cdc5,Jessica,Ax,Jessica Ax,Moreno Valley Unified School District,"Director, Technology, Innovation & Assessment",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
49804812-16b8-476c-a68c-b2239ca5f7d9,Kate,Sonka,Kate Sonka,Teach Access,Executive Director,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
1adacaf0-2452-4cd5-8291-af0783398995,Hidde,de Vries,Hidde de Vries,Logius,Accessibility standards specialist,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
14f44e5f-f594-4ee6-830f-8fd2482aaeb9,Paula,Kaplan,Paula Kaplan,"Saint Mary's College, Notre Dame","Director, Instructional Design & Technology",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
fe5fa5c6-c264-47a6-a52d-40416b5e53f1,Bill,Curtis-Davidson,Bill Curtis-Davidson,Georgia Tech Center for Inclusive Design and Innovation (CIDI),Executive Director,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
7e9cb52e-04d1-42a4-81eb-3a6208aff979,Mariella,Paulino,Mariella Paulino,AudioEye,Senior Advocacy Manager,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
1418378c-0f93-470e-a3c1-663c2a9bdff7,Greg,Williams,Greg Williams,Deque,SVP & Chief Architect,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
29fb4f91-31ed-4833-8138-1bf1ea9db478,Corbb,O'Connor,Corbb O'Connor,Level Access,"Director, Thought Leadership",,https://linkedin.com/in/corbb,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
3ec9bc1b-0ebd-4139-a618-8452e52bcdad,Doug,Clark,Doug Clark,The Walt Disney Company,Senior Principal Product Manager - Accessibility,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
763eefbd-78f4-4e82-8c70-d5510e03eb4c,Katie,Ericsson,Katie Ericsson,Whitworth University,Assistant Professor,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
e5a5d7e0-cdd5-4be7-88ba-dd0f9b9175c8,Monterey,Thompson,Monterey Thompson,AudioEye,"VP, Communication",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
28c96920-60c4-4bb1-86a4-18c445582a3a,Phaedra,Whatley,Phaedra Whatley,AudioEye,Staff Product Manager,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
f3ade242-1efc-4d09-9d72-f18485df0c93,Dean,Troup,Dean Troup,Palm Springs Unified School District,Assistive Technology Teacher on Special Assignment,"Dean Troup is a graduate from Pennsylvania State University in Rehabilitation Education Services.  He holds two master degrees in leadership and four teaching credentials.  He has been in the k-22 public teaching profession for over 20 years.  Dean has taught as adjunct professor with Adler Graduate College, Brandman University, and Riverside County Office of Education.  Dean studied and obtained the certificate for assistive technology during the pandemic at CSUN in 2020.  He has an Assistive Technology Professional (A.T.P.) Certification and works as an Assistive Technology Specialist Teacher on Special Assignment for Palm Springs Unified School District.  He is the founder of the assistive technology library for Palm Springs Unified.  His email is Deantroup2021@gmail.com
",linkedin.com/in/dean-troup-aa51339,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
6ba75e51-eb6b-4463-ac65-5c8327d73a6f,Pisit,Prougestaporn,Pisit Prougestaporn,Bangkok School for the Blind,Technology and Research Officer,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
cb738b5c-9b23-4138-8ac6-7cdd0e9f1910,Maitreya,Shah,Maitreya Shah,American Association of People with Disabilities,"Director, Technology Policy",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
b5a47182-6e74-46ac-af0b-1fa5aede712a,Wayne,Dick,Wayne Dick,CSU Long Beach,Professor Emeritus,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
0b1df70c-a55e-47d4-91c1-a28f180d7e7f,Pataranit,Sirithummarak,Pataranit Sirithummarak,Thai Blind People's Foundation,Researcher,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
03d62da5-02aa-4215-907d-771534646a6b,Daniel,Tsivkovski,Daniel Tsivkovski,Chapman University,Student and Research Assistant,"Daniel Tsivkovski is a Computer Science student at Chapman University with a minor in Information Security and Policy. His technical interests span full-stack web development, app development, assistive technology, and cybersecurity.

He is an undergraduate researcher in the Etezad Lab developing accessible STEM learning software for blind and visually impaired students in grades K-6, and has presented at multiple conferences including SCCUR 2023 and ATIA 2025. The Etezad Lab's research is supported by a $499,134 NSF grant. 

Alongside his research, Daniel works as a Software Engineering Intern at Dry Scientific. He also serves as VP of Operations for Chapman's Computer Science Club, where he co-organized PantherHacks 2025 and 2026, the university's student-run hackathons. ",https://www.linkedin.com/in/danieltsivkovski/,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
b2a35023-051b-4bc9-ab33-041bf8c7b416,Erin,Coleman,Erin Coleman,Scribely,CPO,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
864d9a71-d463-4822-80bb-59787dbe6fb5,Mary,Goldberg,Mary Goldberg,University of Pittsburgh,"Associate Dean for Interprofessional Studies, Director of the Master of Rehabilitation Technology Pr",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
c9c23d19-c19f-4f05-8ba6-cec22bf8ab67,Neil,Barrett,Neil Barrett,Microsoft,Senior Director of Accessibility,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
d3a5b228-38f4-4529-893a-bdc67dea52fa,Sonali,Rai,Sonali Rai,RNIB,"Senior Manager, Media, Culture & Immersive Technologies",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
4463b557-b7bc-4581-95ed-23d293af2526,Adam,Rodenbeck,Adam Rodenbeck,Salesforce,,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
b2f3f61c-dbad-4ecf-9d4e-51189c25423e,Charles,LaPierre,Charles LaPierre,Benetech,"Principal, Accessibility and Content Quality Architect",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
8ed21107-bfce-4a02-8c43-7cd4486d5521,Mallika,Meiyappan,Mallika Meiyappan,Microsoft,Principal Group Product Manager,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
5472603c-40bf-4b4e-b80a-b7ec65d7a64a,JoAnna,Hansen,JoAnna Hansen,Amazon,"Director of Accessibility, Worldwide Stores",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
8a084f9d-4092-4e26-af5d-57ddf1479d2e,Joy,Mistovich,Joy Mistovich,Butler Institute of American Art,Assistant Education Director/Digital UX Accessibility Specialist,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
b1108f10-b7a6-474d-a4c6-4e480f46ecec,Nancy,Le,Nancy Le,Golden West College,"Student (class of 2027), Golden West College",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
101ceafc-4488-4f01-8b12-77c3cbd221b8,Joshua,Miele,Joshua Miele,Center for Accessibility and Open Source,Founder,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
45c09d57-1901-4434-b913-857a84ee3af1,Nicole,Brennan,Nicole Brennan,Applied Social Media Lab at Harvard University,Senior UX Designer,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
5c620ae8-0a17-49e1-b002-357a1ec8b119,Patty,Grapenthin,Patty Grapenthin,United Airlines,Sr. Manager - Digital Channel Accessibility,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
88a46e47-ae6a-44bd-9b11-bea34c77e224,Kai,Wong,Kai Wong,Teladoc Health,"Principal, Digital Accessibility",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
1aa7db5c-bae2-479a-b4ee-30403486837e,Carissa,Rudolf,Carissa Rudolf,Nike,Director of Footwear Innovation Integration,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
7597fee3-243e-418c-ae81-a7d0fc8e5cc0,Brian,Fischler,Brian Fischler,That Real Blind Tech Show,Creator/Producer,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
5e22c315-b1f3-4db2-b7b2-ab993b33a1b7,Quintin,Balsdon,Quintin Balsdon,Evinced,Technology Advocate,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
9ac5e1bc-1074-4df9-8671-c9e669229398,Dan,Tripp,Dan Tripp,Siteimprove,Accessibility Engineer,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
e2257cfb-2f11-4cb4-bdee-02713f772e73,Stephanie,Naufel,Stephanie Naufel,Meta,N/A,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
3702254a-6284-4ca1-b5ae-c45512b79cc0,Ligia,Mora,Ligia Mora,Crawford Technologies,Senior Product Manager,"Ligia Mora is a strategic visionary with 30 years of software industry expertise and a deep specialization in Document Accessibility over the past seven years. As a Senior Product Development Manager at Crawford Technologies, Ligia bridges the gap between customer needs and technical innovation, collaborating with engineering and sales teams to develop high-quality solutions that streamline workflows and enhance customer communication.

A veteran speaker and technical trainer, Ligia has shared her insights with audiences across the United States, Europe, Latin America, Asia, and Australia. She is dedicated to delivering tailored, accessible solutions that empower organizations to meet the unique needs of their users while maintaining excellence in the document management arena.",https://www.linkedin.com/in/ligiamora,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
a2cde828-e3c6-4acc-b394-999779ae23a0,Shadi,Abou-Zahra,Shadi Abou-Zahra,Amazon,Principal Accessibility Standards and Policy Manager,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
08ef50b3-b464-4d1f-9c44-32fdbccec8b3,Wilco,Fiers,Wilco Fiers,Deque,Director of Accessibility Automation,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
d881c3b7-0231-4eb0-92c3-27a1c2f293c3,Chris,Fleizach,Chris Fleizach,"Apple, Inc",Accessibility Software Manager,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
5ab2c60e-e4f8-49b7-83b3-c9faf75b3b05,Laura,Ciporen,Laura Ciporen,McGraw Hill Higher Ed.,Digital Content Accessibility Manager,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
247314cb-9311-4f1d-a24a-c33b523f9416,Jens Victor,Petersen,Jens Victor Petersen,Region Syddanmark,Vision Consultant,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
0c5f88ec-a45c-496e-99bc-da3377d5c636,May-Fei,Lee,May-Fei Lee,Intopia,Senior Digital Accessibility Consultant,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
0b217206-2102-4998-aa52-2a738874ae06,Wilfredo,Robinson Moore,Wilfredo Robinson Moore,Saint Louis University,Graduate Research Assistant (PhD Candidate),,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
3c72313b-da9e-447c-b47d-a0ff9988494e,Christopher,Phillips,Christopher Phillips,National Center on Accessible Digital Educational Materials & Instruction,Technical Assistance Specialist,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
d336c0eb-9048-4c4e-816b-3002d931ac6c,Greg,Pollock,Greg Pollock,Communication Service for the Deaf,"President, CSD Access",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
ad45ed48-a10e-4ecb-bf50-07fe09bed52d,Nanci,Shepardson,Nanci Shepardson,,Accessibility and Literacy Specialist,"Nanci Shepardson is a Reading and Educational Specialist with an M.S.Ed. in Language and Literacy and an Ed.S. in Assistive Technology. She is a certified Dyslexia Practitioner and holds a CPACC credential.

She is a past administrator, seasoned teacher and a credentialed K-12 Reading Specialist. She is a published author, an advocate for students with disabilities and their families, and is also a professional speaker on dyslexia, language-based disabilities, executive functioning, and assistive technology throughout the country. 

Equity and access for all, especially regarding access to research-based reading instruction and assistive technology services, are at the forefront of her work.  
",https://www.linkedin.com/in/nanci-shepardson-4518621b/,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
76e4d6c3-775d-4365-96dc-87b2f57e17f9,Zhigang,Zhu,Zhigang Zhu,The City College of The City University of New York,Professor,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
2db49c57-7ca0-45fc-88d2-50c8b2af79fc,Adam,Page,Adam Page,Hilton,"Manager, Digital Accessibility",,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
5b1b1030-6c1f-4f9c-baef-271d4f270185,Richard,Orme,Richard Orme,DAISY Consortium,Chief Executive Officer,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
a9a43f04-ba56-4833-b585-56cec5984dea,Cassandra,Mendez,Cassandra Mendez,JPMorgan Chase,Sr. Accessibility Specialist,"Cassandra is a subject-matter expert in accessibility, serving as an internal advisor at JPMorgan Chase. She partners with experience and content designers, developers, and testers to ensure accessibility is integrated into every stage of their work. Cassandra has leveraged her seven years of accessibility experience to champion design, usability, and access for all. She holds a BS in Computer Science & Engineering from The Ohio State University and an MS in User Experience Design from Kent State University.",,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
25787b57-6070-4611-8c1c-548463f36cd9,Simon,Miner,Simon Miner,Case for Vision,Director of Digital Strategy,"Simon Miner is the founder of Pedal Point Solutions, an agency dedicated to helping organizations learn, practice, and experience digital accessibility. He is a Certified Web Accessibility Professional with IAAP and has over 25 years of experience in web development and software engineering. Simon has given  presentations and training on web accessibility to corporations, colleges, and community organizations for more than 10 years. He also creates software tools to help people with disabilities better use the Internet such as the Site Unseen and Sound Pointer Chrome extensions, the Song Clock web app, and the award-winning Inclusiville website. He regularly gives talks and presentations at events such as the CSUN Assistive Technology Conference, the Focus on Vision Conference, and the Disabled Stories Collective.
",https://www.linkedin.com/in/simonminer/,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
231a0dcc-0588-4dd5-b483-a0d74ba4fe85,Chatupol,Nootatong,Chatupol Nootatong,National Braille Promotion and Development Fund,Board Member,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
19dfb79b-92c4-4fc6-9ae7-885df2f35cf1,Jennifer,Strickland,Jennifer Strickland,Maryland Department of IT,"Technology Platform Director, Lead Designer","30 years of experience in design & dev. W3C Invited Expert for multiple groups. Also, a Masters of Public Administration candidate at Syracuse University, Maxwell School of Citizenship & Public Affairs.",https://www.linkedin.com/in/stricklandjen,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
daa1d8f9-2413-4363-bb59-4302b80cda81,David,Sexton,David Sexton,AccessibleWorld,CTO,,,,,420b4dc7-586e-48c2-ab7c-6ece7cb4f208,2026
